primaryName,escritor_score_mean,escritor_score_max,escritor_score_std,escritor_ganador_oscar_prom,escritor_nominado_oscar_prom
Andrew Healey,7.7,7.7,,0.0,0.0
Andrew Heckler,6.7,6.7,,0.0,0.0
Andrew Heller,,,,0.0,0.0
Andrew Helm,3.35,6.0,1.797220075561143,0.0,0.0
Andrew Helmer,,,,0.0,0.0
Andrew Herman,5.8,5.8,,0.0,0.0
Andrew Hernandez Sepulveda,,,,0.0,0.0
Andrew Herold,8.2,8.2,,0.0,0.0
Andrew Herwitz,,,,0.0,0.0
Andrew Hillier,,,,0.0,0.0
Andrew Hislop,4.95,5.2,0.3535533905932738,0.0,0.0
Andrew Hodges,8.0,8.0,,0.0,0.0
Andrew Holland,,,,0.0,0.0
Andrew Holmes,,,,0.0,0.0
Andrew Hood,5.65,6.4,1.0606601717798212,0.0,0.0
Andrew Hook,4.5,4.5,,0.0,0.0
Andrew Horn,7.24,7.4,0.114017542509914,0.0,0.0
Andrew Horton,6.35,7.4,1.4849242404917498,0.0,0.0
Andrew Houck,,,,0.0,0.0
Andrew Howard,4.550000000000001,5.4,1.202081528017131,0.0,0.0
Andrew Hryhorchuk,,,,0.0,0.0
Andrew Huber,7.8,7.8,,0.0,0.0
Andrew Huculiak,6.3,7.0,0.9899494936611668,0.0,0.0
Andrew Hull,3.6,3.6,,0.0,0.0
Andrew Hulme,5.199999999999999,5.6,0.5656854249492382,0.0,0.0
Andrew Humeniuk,6.2,6.2,,0.0,0.0
Andrew Hunt,,,,0.0,0.0
Andrew Hyatt,5.0,6.6,1.3735598518691006,0.0,0.0
Andrew Hyde,,,,0.0,0.0
Andrew Ilevbare,,,,0.0,0.0
Andrew Ilitchev,5.2,5.2,,0.0,0.0
Andrew Infante,,,,0.0,0.0
Andrew Irvine,5.6,5.6,,0.0,0.0
Andrew J Chambers,4.3,4.3,,0.0,0.0
Andrew J Walker,,,,0.0,0.0
Andrew J. Barron,,,,0.0,0.0
Andrew J. Bullard IV,,,,0.0,0.0
Andrew J. Fenady,6.075,6.8,0.7088723439378913,0.0,0.0
Andrew J. Holden,,,,0.0,0.0
Andrew J. Kuehn,4.7,5.2,0.7071067811865476,0.0,0.0
Andrew J. Lewis,,,,0.0,0.0
Andrew J. Morgan,6.7,6.7,,0.0,0.0
Andrew J. Mosely,,,,0.0,0.0
Andrew J. Neis,,,,0.0,0.0
Andrew J. Peevler,,,,0.0,0.0
Andrew J. Rausch,2.7,2.7,,0.0,0.0
Andrew J. Reynolds,,,,0.0,0.0
Andrew J. Smith,5.966666666666666,6.2,0.20816659994661332,0.0,0.0
Andrew J.D. Robinson,4.0,4.0,,0.0,0.0
Andrew Jack Zuckerman,,,,0.0,0.0
Andrew Jackson,8.0,8.0,,0.0,0.0
Andrew Jacob Brown,7.15,7.2,0.07071067811865482,0.0,0.0
Andrew Jacobs,7.4,7.4,,0.0,0.0
Andrew Jacobson,4.75,5.8,1.4849242404917495,0.0,0.0
Andrew Jaksch,2.8,2.8,,0.0,0.0
Andrew James,7.0,8.4,0.860232526704263,0.0,0.0
Andrew James Barclay,,,,0.0,0.0
Andrew James Campbell,,,,0.0,0.0
Andrew James Mark,5.9,5.9,,0.0,0.0
Andrew James Van Ostade,3.9,3.9,,0.0,0.0
Andrew Janoch,6.2,6.2,,0.0,0.0
Andrew Jara,5.2,5.9,0.6000000000000001,0.0,0.0
Andrew Jay Cohen,5.9,6.3,0.31622776601683816,0.0,0.0
Andrew Jenkins,4.4,4.4,,0.0,0.0
Andrew Jenks,6.2,6.2,,0.0,0.0
Andrew John,5.1,5.1,,0.0,0.0
Andrew Johner,7.5,7.5,,0.0,0.0
Andrew Johnson,,,,0.0,0.0
Andrew Johnston,6.7,6.7,,0.0,0.0
Andrew Joiner,6.2,6.2,,0.0,0.0
Andrew Jones,3.346875,7.9,1.341877446209288,0.0,0.0
Andrew Joseph Howarth,,,,0.0,0.0
Andrew Jupin,7.6,7.6,,0.0,0.0
Andrew Justin Smith,,,,0.0,0.0
Andrew Kaggia,,,,0.0,0.0
Andrew Katz,6.5,6.5,,0.0,0.0
Andrew Kaufman,,,,0.0,0.0
Andrew Kazamia,5.65,5.7,0.07071067811865482,0.0,0.0
Andrew Keatley,7.2,7.2,,0.0,0.0
Andrew Kemp,7.5,7.5,,0.0,0.0
Andrew Kenneth Gay,6.5,6.5,,0.0,0.0
Andrew Kenneth Martin,7.6,7.9,0.42426406871192857,0.0,0.0
Andrew Kent,9.1,9.1,,0.0,0.0
Andrew Keogh,,,,0.0,0.0
Andrew Kerekes,7.7,7.7,,0.0,0.0
Andrew Kern,6.7,6.7,,0.0,0.0
Andrew Kerr,,,,0.0,0.0
Andrew Kevin Blaze,,,,0.0,0.0
Andrew Kevin Walker,6.414285714285714,8.6,1.1992060865819676,0.0,0.0
Andrew Keyte,6.8,6.8,,0.0,0.0
Andrew Kiaroscuro,,,,0.0,0.0
Andrew Kidman,,,,0.0,0.0
Andrew Kiker,8.7,8.7,,0.0,0.0
Andrew Killawee,,,,0.0,0.0
Andrew Kilpatrick,,,,0.0,0.0
Andrew Kimbrell,6.9,6.9,,0.0,0.0
Andrew Kirk,5.75,6.3,0.7778174593052021,0.0,0.0
Andrew Klavan,6.242857142857142,7.6,1.0967484410096704,0.0,0.0
Andrew Klein,7.933333333333334,8.9,1.1930353445448865,0.0,0.0
Andrew Knauer,5.25,6.3,1.4849242404917495,0.0,0.0
Andrew Knight,6.933333333333334,8.1,0.6623191577077219,0.0,0.0
Andrew Kole,5.7,5.7,,0.0,0.0
Andrew Kolker,7.050000000000001,7.7,0.9192388155425113,0.0,0.0
Andrew Kooman,5.5,5.5,,0.0,0.0
Andrew Kosarko,7.6,7.6,,0.0,0.0
Andrew Kotting,6.1000000000000005,6.5,0.4582575694955841,0.0,0.0
Andrew Kramer,4.0,4.0,,0.0,0.0
Andrew Kranz,4.9,4.9,,0.0,0.0
Andrew Krop,3.95,4.4,0.636396103067893,0.0,0.0
Andrew Kurtzman,5.7,6.2,0.781024967590666,0.0,0.0
Andrew Kyle,,,,0.0,0.0
Andrew L. Stone,5.8428571428571425,6.8,1.0406042200842467,0.0,1.0
Andrew Lacrosse,5.1,5.8,0.9899494936611665,0.0,0.0
Andrew Ladd,,,,0.0,0.0
Andrew Lake,9.7,9.7,,0.0,0.0
Andrew Lamy,,,,0.0,0.0
Andrew Lancaster,7.3,7.3,,0.0,0.0
Andrew Landauro,5.5,5.5,,0.0,0.0
Andrew Lane,5.2125,6.5,0.9234059624177068,0.0,0.0
Andrew Lanham,6.725,7.6,0.7675719293112966,0.0,0.0
Andrew Larison,,,,0.0,0.0
Andrew Laskos,,,,0.0,0.0
Andrew Lauren,5.2,5.2,,0.0,0.0
Andrew Laux,7.9,7.9,,0.0,0.0
Andrew Lawrence,3.2,3.2,,0.0,0.0
Andrew Lawton,,,,0.0,0.0
Andrew Leavold,6.725,7.4,0.7932002689527193,0.0,0.0
Andrew Lee Potts,,,,0.0,0.0
Andrew Legatt,4.05,6.0,2.7577164466275352,0.0,0.0
Andrew Legge,,,,0.0,0.0
Andrew Leman,6.1,6.5,0.5656854249492376,0.0,0.0
Andrew Levitas,6.65,7.2,0.7778174593052023,0.0,0.0
Andrew Lewis,5.8,5.8,,0.0,0.0
Andrew Lewis Caldwell,3.3,3.3,,0.0,0.0
Andrew Librizzi,7.0,7.3,0.4242640687119283,0.0,0.0
Andrew Licht,4.7,4.7,,0.0,0.0
Andrew Lillion,,,,0.0,0.0
Andrew Lionetti,,,,0.0,0.0
Andrew Liotta,5.6,5.6,,0.0,0.0
Andrew Littlefield,7.8,7.8,,0.0,0.0
Andrew Litvack,5.8,6.0,0.1732050807568877,0.0,0.0
Andrew Lloyd Webber,6.35,8.8,2.5423086620891127,0.0,0.0
Andrew Lobel,,,,0.0,0.0
Andrew Logan,6.4,6.4,,0.0,0.0
Andrew Lokenauth,6.033333333333334,7.1,0.9712534856222306,0.0,0.0
Andrew Long,5.9,5.9,,0.0,0.0
Andrew Loo,5.85,6.4,0.7778174593052023,0.0,0.0
Andrew Louis,6.8,6.8,,0.0,0.0
Andrew Louis Smith,,,,0.0,0.0
Andrew Loveday,5.6,5.6,,0.0,0.0
Andrew Lowery,4.733333333333333,6.1,1.7953644012660304,0.0,0.0
Andrew Lupo,,,,0.0,0.0
Andrew Lyman-Clarke,4.6,4.6,,0.0,0.0
Andrew Lytle,3.9,3.9,,0.0,0.0
Andrew M. Henderson,4.5,4.5,,0.0,0.0
Andrew M. Smith,6.4,6.4,,0.0,0.0
Andrew MacCormack,7.8,7.8,,0.0,0.0
Andrew MacKenzie,6.14,7.1,0.8354639429682168,0.0,0.0
Andrew MacLear,5.4,5.4,,0.0,0.0
Andrew Mackay,5.8,5.8,,0.0,0.0
Andrew Maisner,4.8,4.8,,0.0,0.0
Andrew Malone,7.7,7.7,,0.0,0.0
Andrew Manson,4.3,4.3,,0.0,0.0
Andrew Marchand-Boddy,9.1,9.1,,0.0,0.0
Andrew Marcus,6.5,6.5,,0.0,0.0
Andrew Mardi,6.3,6.3,,0.0,0.0
Andrew Markell,2.5,2.5,,0.0,0.0
Andrew Marquard,,,,0.0,0.0
Andrew Marshall,6.05,6.1,0.0707106781186545,0.0,0.0
Andrew Marshall Jones,,,,0.0,0.0
Andrew Martin,6.7,8.0,1.8384776310850233,0.0,0.0
Andrew Marton,8.2,8.2,,0.0,0.0
Andrew Martyn,6.6,6.6,,0.0,0.0
Andrew Matthews,6.3,6.3,,0.0,0.0
Andrew Mayer,6.4,7.3,1.272792206135785,0.0,0.0
Andrew Mayer-Oakes,5.5,8.0,2.325940669922601,0.0,0.0
Andrew Maynard,,,,0.0,0.0
Andrew McAllister,6.7,6.7,,0.0,0.0
Andrew McCaldon,7.6,7.6,,0.0,0.0
Andrew McCardle,8.8,8.8,,0.0,0.0
Andrew McCarthy,,,,0.0,0.0
Andrew McCombe,,,,0.0,0.0
Andrew McConnell,7.5,7.5,,0.0,0.0
Andrew McDermott,,,,0.0,0.0
Andrew McDonald,,,,0.0,0.0
Andrew McElfresh,5.8,5.8,,0.0,0.0
Andrew McGahan,6.7,6.7,,0.0,0.0
Andrew McGarry,6.6,6.6,,0.0,0.0
Andrew McGowan,5.9,5.9,,0.0,0.0
Andrew McKenzie,6.2,6.2,,0.0,0.0
Andrew Mears,4.6,4.6,,0.0,0.0
Andrew Mecham,4.2,4.2,,0.0,0.0
Andrew Megison,7.2,7.2,,0.0,0.0
Andrew Meier,6.8,6.8,,0.0,0.0
Andrew Meieran,5.3,5.3,,0.0,0.0
Andrew Meikle,,,,0.0,0.0
Andrew Menan,,,,0.0,0.0
Andrew Menzies,6.1,6.1,,0.0,0.0
Andrew Merrigan,,,,0.0,0.0
Andrew Merrill,4.1,4.1,,0.0,0.0
Andrew Meyer,4.2,4.2,,0.0,0.0
Andrew Michael Hurley,,,,0.0,0.0
Andrew Michael Spence,,,,0.0,0.0
Andrew Michalski,,,,0.0,0.0
Andrew Miles,5.449999999999999,6.8,1.909188309203678,0.0,0.0
Andrew Miles Broughton,3.6,3.6,,0.0,0.0
Andrew Miller,4.733333333333333,6.1,1.7953644012660304,0.0,0.0
Andrew Millington,,,,0.0,0.0
Andrew Mills,8.3,8.3,,0.0,0.0
Andrew Mitchell,5.6,5.6,,0.0,0.0
Andrew Mogel,5.949999999999999,6.8,1.2020815280171306,0.0,0.0
Andrew Moir,,,,0.0,0.0
Andrew Mojica,,,,0.0,0.0
Andrew Mollo,6.9,7.1,0.28284271247461834,0.0,0.0
Andrew Montlack,7.0,7.0,,0.0,0.0
Andrew Moody,8.6,8.6,,0.0,0.0
Andrew Morahan,4.0,4.0,,0.0,0.0
Andrew Morgan,6.75,7.7,1.3435028842544405,0.0,0.0
Andrew Morrow,5.9,5.9,,0.0,0.0
Andrew Motion,6.9,6.9,,0.0,0.0
Andrew Moxham,4.9,4.9,,0.0,0.0
Andrew Moynehan,,,,0.0,0.0
Andrew Mudge,7.1,7.1,,0.0,0.0
Andrew Munger,,,,0.0,0.0
Andrew Murga,5.5,5.5,,0.0,0.0
Andrew Muscato,7.0,7.0,,0.0,0.0
Andrew Musselman,,,,0.0,0.0
Andrew Muto,7.0,8.0,1.4142135623730951,0.0,0.0
Andrew Mwangi,,,,0.0,0.0
Andrew Myerson,,,,0.0,0.0
Andrew N. Shearer,4.444444444444445,7.0,2.173195292139613,0.0,0.0
Andrew Nackman,,,,0.0,0.0
Andrew Nahem,,,,0.0,0.0
Andrew Napier,,,,0.0,0.0
Andrew Naysmith,,,,0.0,0.0
Andrew Neef,9.2,9.2,,0.0,0.0
Andrew Neel,6.1000000000000005,7.2,0.7924645102463578,0.0,0.0
Andrew Neiderman,6.1,7.5,1.1633285577743433,0.0,0.0
Andrew Newton,5.9,5.9,,0.0,0.0
Andrew Nibley,7.1,7.1,,0.0,0.0
Andrew Niblo,7.0,7.0,,0.0,0.0
Andrew Niccol,6.888888888888889,8.2,0.8550503558920438,0.0,1.0
Andrew Nicholas,8.0,8.0,,0.0,0.0
Andrew Nicholls,5.0,5.0,,0.0,0.0
Andrew Nisker,7.0,8.0,1.4142135623730951,0.0,0.0
Andrew Nixon,3.9,3.9,,0.0,0.0
Andrew Noren,7.5,7.5,,0.0,0.0
Andrew Novick,7.6,7.6,,0.0,0.0
Andrew Numbers,,,,0.0,0.0
Andrew Nuno,8.05,8.3,0.35355339059327406,0.0,0.0
Andrew O'Connor,5.7,6.0,0.4242640687119283,0.0,0.0
Andrew O'Keefe,6.85,7.0,0.2121320343559638,0.0,0.0
Andrew Odeh,,,,0.0,0.0
Andrew Offiler,6.5,6.5,,0.0,0.0
Andrew Oh,5.4,5.4,,0.0,0.0
Andrew Okoye,6.6,6.6,,0.0,0.0
Andrew Okpeaha MacLean,6.3,6.3,,0.0,0.0
Andrew Orci,5.3,5.3,,0.0,0.0
Andrew Orr,4.5,4.5,,0.0,0.0
Andrew Osborne,5.7,8.0,1.3564659966250534,0.0,0.0
Andrew Oudot,5.5,5.5,,0.0,0.0
Andrew P. Aguilar,4.4,4.4,,0.0,0.0
Andrew P. Jones,4.733333333333333,6.1,1.2096831541082698,0.0,0.0
Andrew P. Quinn,7.0,7.0,,0.0,0.0
Andrew Pagana,,,,0.0,0.0
Andrew Palmer,8.200000000000001,8.7,0.5567764362830023,0.0,0.0
Andrew Panay,5.7,5.7,,0.0,0.0
Andrew Papke,3.4,3.4,,0.0,0.0
Andrew Paquin,4.3,4.3,,0.0,0.0
Andrew Paredes,6.75,8.1,1.0074720839804934,0.0,0.0
Andrew Parkinson,5.233333333333333,5.7,0.5033222956847166,0.0,0.0
Andrew Parnell,,,,0.0,0.0
Andrew Patrick Torrez,4.6,4.9,0.4242640687119292,0.0,0.0
Andrew Patterson,4.6000000000000005,6.7,2.007485989988473,0.0,0.0
Andrew Paul Davis,6.9,6.9,,0.0,0.0
Andrew Paulson Szanto,6.0,6.0,,0.0,0.0
Andrew Payne,4.4,4.4,,0.0,0.0
Andrew Pelosi,7.1,8.4,1.8384776310850237,0.0,0.0
Andrew Perez,6.5,6.5,,0.0,0.0
Andrew Peter Marin,4.4,4.7,0.4242640687119292,0.0,0.0
Andrew Peterson,6.4,6.4,,0.0,0.0
Andrew Piccone,,,,0.0,0.0
Andrew Piddington,5.6000000000000005,6.1,0.7810249675906649,0.0,0.0
Andrew Pierno,6.3,6.3,,0.0,0.0
Andrew Pike,6.8,6.8,,0.0,0.0
Andrew Pilkington,6.533333333333334,8.5,1.73877351409933,0.0,0.0
Andrew Pinon,3.5,3.5,,0.0,0.0
Andrew Pizzo,,,,0.0,0.0
Andrew Podell,7.5,7.5,,0.0,0.0
Andrew Pope,6.3,6.3,,0.0,0.0
Andrew Porterfield,,,,0.0,0.0
Andrew Poston,3.9,3.9,,0.0,0.0
Andrew Power,,,,0.0,0.0
Andrew Pozza,4.366666666666666,7.0,2.294195574342635,0.0,0.0
Andrew Prendergast,2.8,2.8,,0.0,0.0
Andrew Pressman,4.8,4.8,,0.0,0.0
Andrew Preston,5.4,5.4,,0.0,0.0
Andrew Price,,,,0.0,0.0
Andrew Prince Boateng,,,,0.0,0.0
Andrew Protsko,,,,0.0,0.0
Andrew R. Blackman,,,,0.0,0.0
Andrew R. Boyce,4.5,4.5,,0.0,0.0
Andrew Rai Berzins,6.033333333333334,6.4,0.3214550253664322,0.0,0.0
Andrew Rajan,5.9,7.4,2.1213203435596424,0.0,0.0
Andrew Rakich,6.7,6.7,,0.0,0.0
Andrew Raygan,,,,0.0,0.0
Andrew Rea,,,,0.0,0.0
Andrew Reichsman,,,,0.0,0.0
Andrew Reilly,7.8,7.8,,0.0,0.0
Andrew Renzi,5.45,5.7,0.3535533905932738,0.0,0.0
Andrew Repasky McElhinney,5.466666666666666,7.0,1.4189197769195177,0.0,0.0
Andrew Rhodes,3.9000000000000004,4.2,0.4242640687119284,0.0,0.0
Andrew Rhymer,6.6,6.6,,0.0,0.0
Andrew Richard Fisher,,,,0.0,0.0
Andrew Ringate,6.0,6.0,,0.0,0.0
Andrew Rizzo,5.0,5.0,,0.0,0.0
Andrew Roa,6.9,6.9,,0.0,0.0
Andrew Robertson,5.0,5.0,,0.0,0.0
Andrew Robinson,5.6,5.6,,0.0,0.0
Andrew Robjohns,,,,0.0,0.0
Andrew Rodney,8.5,9.2,0.9899494936611658,0.0,0.0
Andrew Rodriguez,6.8,6.8,,0.0,0.0
Andrew Roger Carson,,,,0.0,0.0
Andrew Roperto,6.9,6.9,,0.0,0.0
Andrew Rosati,6.9,6.9,,0.0,0.0
Andrew Rose,,,,0.0,0.0
Andrew Rossi,6.95,7.0,0.0707106781186545,0.0,0.0
Andrew Rothschild,6.2,6.2,,0.0,0.0
Andrew Rothstein,8.8,8.8,,0.0,0.0
Andrew Rotondi,7.8,7.8,,0.0,0.0
Andrew Rowe,5.3,5.3,,0.0,0.0
Andrew Rule,,,,0.0,0.0
Andrew Rumore,3.9000000000000004,4.7,1.1313708498984762,0.0,0.0
Andrew Russell,5.3,5.3,,0.0,0.0
Andrew Rutley,3.4499999999999997,4.6,1.6263455967290592,0.0,0.0
Andrew Ryan,,,,0.0,0.0
Andrew S. Karsch,5.6,5.6,,0.0,0.0
Andrew Sabiston,5.8,5.8,,0.0,0.0
Andrew Sadtler,5.8,5.8,,0.0,0.0
Andrew Said Thomas,,,,0.0,0.0
Andrew Sala,5.3,5.5,0.2828427124746193,0.0,0.0
Andrew Salter,7.7,7.7,,0.0,0.0
Andrew Sandler,,,,0.0,0.0
Andrew Sands,3.7,3.7,,0.0,0.0
Andrew Santos,,,,0.0,0.0
Andrew Sarcone,4.8,4.8,,0.0,0.0
Andrew Sarno,,,,0.0,0.0
Andrew Saunderson,4.7,4.7,,0.0,0.0
Andrew Savage,,,,0.0,0.0
Andrew Saw,7.1000000000000005,7.3,0.19999999999999984,0.0,0.0
Andrew Sawyer,5.2,5.2,,0.0,0.0
Andrew Scarano,7.6,7.6,,0.0,0.0
Andrew Scheinman,5.45,7.7,1.6763054614240214,0.0,0.0
Andrew Schrader,6.0,6.0,,0.0,0.0
Andrew Schuth,2.6,2.7,0.14142135623730964,0.0,0.0
Andrew Schwartz,5.7,5.7,,0.0,0.0
Andrew Sean Eltham-Byers,4.0,4.0,,0.0,0.0
Andrew Semans,5.7,5.7,,0.0,0.0
Andrew Senior,5.5,5.5,,0.0,0.0
Andrew Seok,,,,0.0,0.0
Andrew Sgambati,,,,0.0,0.0
Andrew Shaifer,5.6,5.6,,0.0,0.0
Andrew Shapter,6.8999999999999995,7.6,0.7549834435270749,0.0,0.0
Andrew Shaw,5.35,5.5,0.21213203435596445,0.0,0.0
Andrew Shea,7.199999999999999,9.7,1.9270011243726177,0.0,0.0
Andrew Shearer,,,,0.0,0.0
Andrew Shebay,,,,0.0,0.0
Andrew Shemin,,,,0.0,0.0
Andrew Shepherd,8.2,8.2,,0.0,0.0
Andrew Sherban,7.3,7.3,,0.0,0.0
Andrew Sherburne,7.7,7.9,0.2828427124746193,0.0,0.0
Andrew Shire,,,,0.0,0.0
Andrew Shreero Miller,,,,0.0,0.0
Andrew Shue,6.1,6.1,,0.0,0.0
Andrew Silver,4.9,4.9,,0.0,0.0
Andrew Simister,8.2,8.2,,0.0,0.0
Andrew Simon,,,,0.0,0.0
Andrew Simonian,,,,0.0,0.0
Andrew Simpson,8.6,8.6,,0.0,0.0
Andrew Sinclair,5.183333333333334,6.3,0.945339445208263,0.0,0.0
Andrew Slater,7.0,7.0,,0.0,0.0
Andrew Slattery,,,,0.0,0.0
Andrew Smith,6.383333333333333,8.2,1.1856081421222897,0.0,0.0
Andrew Smoley,3.6,3.6,,0.0,0.0
Andrew Sogamoso,,,,0.0,0.0
Andrew Solt,7.699999999999999,7.8,0.14142135623730995,0.0,0.0
Andrew Sotiriou,,,,0.0,0.0
Andrew Spahr,8.1,8.1,,0.0,0.0
Andrew Spencer,6.1,6.5,0.5656854249492382,0.0,0.0
Andrew Spinks,,,,0.0,0.0
Andrew Standen-Raz,7.0,7.1,0.141421356237309,0.0,0.0
Andrew Stanley,6.1,6.1,,0.0,0.0
Andrew Stanton,7.7444444444444445,8.4,0.6326750965367438,0.0,4.0
Andrew Starke,,,,0.0,0.0
Andrew Stasiulis,7.7,7.7,,0.0,0.0
Andrew Steggall,6.7,6.7,,0.0,0.0
Andrew Stein,3.7,3.7,,0.0,0.0
Andrew Stern,6.766666666666667,7.5,0.8736894948054106,0.0,0.0
Andrew Stevens,4.114285714285715,4.8,0.5490251100164467,0.0,0.0
Andrew Stevenson,6.5,6.5,,0.0,0.0
Andrew Stewart,,,,0.0,0.0
Andrew Strang,,,,0.0,0.0
Andrew Strom,,,,0.0,0.0
Andrew Stubbs,,,,0.0,0.0
Andrew Subin,,,,0.0,0.0
Andrew Sullivan,5.0,5.0,,0.0,0.0
Andrew Sully,,,,0.0,0.0
Andrew Swan,,,,0.0,0.0
Andrew Swant,5.6000000000000005,6.3,1.0440306508910548,0.0,0.0
Andrew Swensen,,,,0.0,0.0
Andrew Szava-Kovats,7.15,8.0,1.202081528017131,0.0,0.0
Andrew Szepessy,5.8999999999999995,6.6,0.6082762530298218,0.0,0.0
Andrew T. Betzer,6.0,6.0,,0.0,0.0
Andrew T. Smith,7.4,7.4,,0.0,0.0
Andrew Telling,,,,0.0,0.0
Andrew Thatcher,9.0,9.0,,0.0,0.0
Andrew Thibault,6.4,6.4,,0.0,0.0
Andrew Thomas,6.9,6.9,,0.0,0.0
Andrew Thomas Hunt,6.05,7.0,1.3435028842544405,0.0,0.0
Andrew Thompson,,,,0.0,0.0
Andrew Thomson Taylor,,,,0.0,0.0
Andrew Thorndike,,,,0.0,0.0
Andrew Thorp,7.9,7.9,,0.0,0.0
Andrew Tiernan,6.033333333333334,6.1,0.05773502691896237,0.0,0.0
Andrew Todd,2.5,2.5,,0.0,0.0
Andrew Togobo,,,,0.0,0.0
Andrew Tolstedt,,,,0.0,0.0
Andrew Traucki,5.1000000000000005,5.8,1.2124355652982137,0.0,0.0
Andrew Treglia,5.4,5.4,,0.0,0.0
Andrew Tucker,6.7,6.7,,0.0,0.0
Andrew Turner,9.3,9.3,,0.0,0.0
Andrew Ukoko,,,,0.0,0.0
Andrew Upton,6.233333333333333,7.6,1.2096831541082702,0.0,0.0
Andrew Valitutto,,,,0.0,0.0
Andrew Van Slee,4.05,5.1,0.8103497187428811,0.0,0.0
Andrew Varghees,5.8,5.8,,0.0,0.0
Andrew Veluz Resurreccion,3.7,3.7,0.0,0.0,0.0
Andrew Victor Orozco,3.966666666666667,4.4,0.37859388972001834,0.0,0.0
Andrew Vincent Gabriel Ferrara,8.5,8.5,,0.0,0.0
Andrew W. Marlowe,6.066666666666666,6.5,0.37859388972001856,0.0,0.0
Andrew Wagner,6.033333333333334,6.9,0.7571877794400367,0.0,0.0
Andrew Wainrib,6.4,6.4,,0.0,0.0
Andrew Wakefield,4.6,4.6,,0.0,0.0
Andrew Walkington,7.066666666666666,7.7,0.6027713773341705,0.0,0.0
Andrew Wall,7.8,8.1,0.4242640687119283,0.0,0.0
Andrew Waller,5.6,5.6,,0.0,0.0
Andrew Wallerstein,,,,0.0,0.0
Andrew Walsh,,,,0.0,0.0
Andrew Warren,3.9,3.9,,0.0,0.0
Andrew Waterworth,,,,0.0,0.0
Andrew Watson,,,,0.0,0.0
Andrew Webster,6.1,6.1,,0.0,0.0
Andrew Weiner,4.3,4.3,,0.0,0.0
Andrew Weinstein,,,,0.0,0.0
Andrew Weir,,,,0.0,0.0
Andrew Wellman,5.7,5.7,,0.0,0.0
Andrew Whaley,6.583333333333333,7.1,0.5706721183540218,0.0,0.0
Andrew White,7.4,7.4,,0.0,0.0
Andrew Wiest,5.2,7.8,2.5664502073226876,0.0,0.0
Andrew Wight,6.4,6.9,0.7071067811865476,0.0,0.0
Andrew Wilkins,3.6,3.6,,0.0,0.0
Andrew William Chapman,,,,0.0,0.0
Andrew William Flores,7.8,7.8,,0.0,0.0
Andrew Williamson,6.9,7.6,0.9899494936611658,0.0,0.0
Andrew Willig,5.9,5.9,,0.0,0.0
Andrew Wilmot,4.0,4.2,0.2828427124746193,0.0,0.0
Andrew Wiseman,7.3,7.3,,0.0,0.0
Andrew Witham,5.4,5.4,,0.0,0.0
Andrew Wolk,4.3,4.3,,0.0,0.0
Andrew Wonder,5.4,5.4,,0.0,0.0
Andrew Wong,3.8,3.8,,0.0,0.0
Andrew Woodward,,,,0.0,0.0
Andrew Worsdale,5.1,5.1,,0.0,0.0
Andrew Wreggitt,6.400000000000001,7.4,1.3228756555322954,0.0,0.0
Andrew Wright,6.7,6.7,,0.0,0.0
Andrew Y-S Cheng,4.5,4.5,,0.0,0.0
Andrew Yi,,,,0.0,0.0
Andrew York,5.6,5.6,,0.0,0.0
Andrew Young,7.1,7.1,,0.0,0.0
Andrew Zhang,,,,0.0,0.0
Andrew Zilch,6.2,6.2,,0.0,0.0
Andrew Zinnes,,,,0.0,0.0
Andrew Zipern,,,,0.0,0.0
Andrew Zuchero,,,,0.0,0.0
Andrew de Burgh,5.7,5.7,,0.0,0.0
Andrew van der Ven,7.6,7.6,,0.0,0.0
Andrews Jenkins,5.9,5.9,,0.0,0.0
Andrex Selivanov,6.0,6.0,,0.0,0.0
Andrey A. Tarkovskiy,7.6,7.6,,0.0,0.0
Andrey Ananin,,,,0.0,0.0
Andrey Anaykin,6.6,6.6,,0.0,0.0
Andrey Andonov,5.6,5.6,,0.0,0.0
Andrey Arutyunov,,,,0.0,0.0
Andrey Babik,,,,0.0,0.0
Andrey Bednov,,,,0.0,0.0
Andrey Belkovskiy,,,,0.0,0.0
Andrey Benkendorf,5.85,6.2,0.49497474683058373,0.0,0.0
Andrey Berlogov,,,,0.0,0.0
Andrey Bogatyrev,6.466666666666666,7.1,0.5507570547286101,0.0,0.0
Andrey Bulatov,,,,0.0,0.0
Andrey Burak,7.1,7.1,,0.0,0.0
Andrey Burmistrov,7.3,7.3,,0.0,0.0
Andrey Chernykh,6.675,6.9,0.38622100754188227,0.0,0.0
Andrey De Coligny,5.1,5.1,,0.0,0.0
Andrey Demianskiy,8.5,8.5,,0.0,0.0
Andrey Dmitriev,5.95,7.3,1.0114346246792227,0.0,0.0
Andrey Dobrunov,6.7,6.7,,0.0,0.0
Andrey Esaulov,3.7,3.7,,0.0,0.0
Andrey Eshpay,6.1,6.5,0.5656854249492376,0.0,0.0
Andrey Furmanchuk,,,,0.0,0.0
Andrey Galanov,5.025,6.3,1.212091855705114,0.0,0.0
Andrey Garyazh,,,,0.0,0.0
Andrey Gavrilov,4.2,4.3,0.09999999999999987,0.0,0.0
Andrey Gelasimov,5.85,6.9,1.4849242404917498,0.0,0.0
Andrey Getov,,,,0.0,0.0
