primaryName,director_score_mean,director_score_max,director_score_std,director_ganador_oscar_prom,director_nominado_oscar_prom
Marc Evans,6.383333333333333,7.5,0.8653253022926573,0.0,0.0
Marc F. Adler,4.3,4.3,,0.0,0.0
Marc F. Voizard,5.325,5.8,0.55,0.0,0.0
Marc Fafard,,,,0.0,0.0
Marc Faye,,,,0.0,0.0
Marc Fehse,5.1000000000000005,6.8,1.6093476939431077,0.0,0.0
Marc Femenella,,,,0.0,0.0
Marc Fernandez,5.3,5.3,,0.0,0.0
Marc Ferrer,5.5,5.6,0.141421356237309,0.0,0.0
Marc Fields,7.3,7.3,,0.0,0.0
Marc Fienberg,6.3,6.3,,0.0,0.0
Marc Fitoussi,6.214285714285714,6.7,0.39761191895520226,0.0,0.0
Marc Forby,6.449999999999999,6.8,0.49497474683058373,0.0,0.0
Marc Forster,6.854545454545455,7.7,0.6860956731588331,0.0,0.0
Marc Fortin,6.7,6.7,,0.0,0.0
Marc Fouchard,5.3,5.8,0.7071067811865476,0.0,0.0
Marc Fratto,4.1,4.6,0.707106781186547,0.0,0.0
Marc Furmie,5.3,5.3,,0.0,0.0
Marc Fusco,6.033333333333334,7.6,1.3650396819628845,0.0,0.0
Marc Fàbregas,7.199999999999999,7.6,0.5656854249492382,0.0,0.0
Marc Galceran,,,,0.0,0.0
Marc Galver,,,,0.0,0.0
Marc Garanger,,,,0.0,0.0
Marc Gibaja,5.8,5.8,,0.0,0.0
Marc Gil,7.2,7.2,,0.0,0.0
Marc Girard,7.3,7.3,,0.0,0.0
Marc Goldstein,3.2,3.7,0.7071067811865476,0.0,0.0
Marc Gottlieb,,,,0.0,0.0
Marc Gracie,4.9625,6.3,0.8700369450283625,0.0,0.0
Marc Grant,6.0,6.0,,0.0,0.0
Marc Gras,6.85,7.7,1.2020815280171306,0.0,0.0
Marc Greenberg,7.5,7.5,,0.0,0.0
Marc Grufman,5.5,5.5,,0.0,0.0
Marc Grunebaum,5.6,5.6,,0.0,0.0
Marc Grégoire,,,,0.0,0.0
Marc Göbel,8.9,8.9,,0.0,0.0
Marc H. Simon,6.550000000000001,6.7,0.21213203435596445,0.0,0.0
Marc Halberstadt,6.0,6.0,,0.0,0.0
Marc Hamill,3.9,5.0,1.0148891565092217,0.0,0.0
Marc Hampson,6.483333333333333,8.0,1.574060566390845,0.0,0.0
Marc Hawker,6.0,6.0,,0.0,0.0
Marc Hennicke,4.6,4.6,,0.0,0.0
Marc Hillel,,,,0.0,0.0
Marc Hoeferlin,6.3,6.3,,0.0,0.0
Marc Homer,,,,0.0,0.0
Marc Huestis,5.966666666666666,7.6,2.0984120980716185,0.0,0.0
Marc Huraux,5.9,6.1,0.28284271247461834,0.0,0.0
Marc Hurtado,7.2,7.2,,0.0,0.0
Marc Hébert,,,,0.0,0.0
Marc I. Daniels,5.9,8.5,3.6769552621700474,0.0,0.0
Marc Ickx,2.5,2.5,,0.0,0.0
Marc Isaacs,7.040000000000001,7.5,0.32093613071762433,0.0,0.0
Marc Israel,,,,0.0,0.0
Marc J. Francis,6.3999999999999995,7.1,0.6557438524301997,0.0,0.0
Marc Jago,6.6,6.6,,0.0,0.0
Marc James Roels,,,,0.0,0.0
Marc John,6.1,7.8,2.4041630560342613,0.0,0.0
Marc Joly-Corcoran,5.9,5.9,,0.0,0.0
Marc Jozefowicz,8.8,8.8,,0.0,0.0
Marc Juan,,,,0.0,0.0
Marc Kaczmarek,,,,0.0,0.0
Marc Karlin,7.0,7.0,,0.0,0.0
Marc Katz,,,,0.0,0.0
Marc Khanne,,,,0.0,0.0
Marc Kim,5.5,5.5,,0.0,0.0
Marc Klasfeld,5.0,5.0,,0.0,0.0
Marc Klein,5.4,5.4,,0.0,0.0
Marc Kolbe,5.6,6.6,1.4142135623730951,0.0,0.0
Marc Kornblatt,,,,0.0,0.0
Marc Kotz,,,,0.0,0.0
Marc L. Fusco,7.2,7.2,,0.0,0.0
Marc Labrèche,6.3,6.3,,0.0,0.0
Marc Lafia,5.5,7.0,1.0677078252031311,0.0,0.0
Marc Lahore,7.3,7.3,,0.0,0.0
Marc Lamontagne,,,,0.0,0.0
Marc Lamy,7.5,7.5,,0.0,0.0
Marc Large,,,,0.0,0.0
Marc Lasky,6.2,6.2,,0.0,0.0
Marc Lawrence,5.8,6.5,0.7071067811865475,0.0,0.0
Marc Lazard,6.2,6.2,,0.0,0.0
Marc Leif,6.133333333333333,7.9,1.7039170558842747,0.0,0.0
Marc Leland,3.1,3.1,,0.0,0.0
Marc Lempert,7.05,8.6,2.192031021678297,0.0,0.0
Marc Levie,4.9,4.9,,0.0,0.0
Marc Levin,6.965000000000001,8.2,0.6722115894959202,0.0,0.0
Marc Levitz,6.0,6.0,,0.0,0.0
Marc Litz,,,,0.0,0.0
Marc Lobet,5.633333333333333,6.0,0.3214550253664318,0.0,0.0
Marc Longenecker,7.0,7.0,,0.0,0.0
Marc Lubberich,,,,0.0,0.0
Marc Lucas,8.8,8.8,,0.0,0.0
Marc M. Sarrado,,,,0.0,0.0
Marc Ma,,,,0.0,0.0
Marc Maffei,7.9,7.9,,0.0,0.0
Marc Magnusson,,,,0.0,0.0
Marc Mampel,,,,0.0,0.0
Marc Maouad,,,,0.0,0.0
Marc Marriott,,,,0.0,0.0
Marc Martinez,5.1,5.1,,0.0,0.0
Marc Martínez Jordán,4.5,4.5,,0.0,0.0
Marc Mauceri,6.4,6.4,,0.0,0.0
Marc Mauricius Quambusch,7.3,7.3,,0.0,0.0
Marc McClure,,,,0.0,0.0
Marc Meillassoux,7.0,7.0,,0.0,0.0
Marc Menchaca,7.1,7.1,,0.0,0.0
Marc Menet,,,,0.0,0.0
Marc Messenger,6.5,6.5,,0.0,0.0
Marc Meyer,4.75,6.9,3.040559159102155,0.0,0.0
Marc Meyers,5.728571428571429,6.3,0.47509397566616807,0.0,0.0
Marc Middleton,,,,0.0,0.0
Marc Misa,,,,0.0,0.0
Marc Monnet,6.0,6.0,,0.0,0.0
Marc Moody,5.4,5.4,,0.0,0.0
Marc Morales,,,,0.0,0.0
Marc Morgan,5.4,5.4,,0.0,0.0
Marc Morgenstern,3.6,4.5,1.2727922061357855,0.0,0.0
Marc Mouton,4.2,4.2,,0.0,0.0
Marc Mozga,,,,0.0,0.0
Marc Munden,5.8,6.4,0.5291502622129182,0.0,0.0
Marc Muszynski,,,,0.0,0.0
Marc Nadal,8.1,8.1,,0.0,0.0
Marc Nyiti,5.0,5.0,,0.0,0.0
Marc Olinger,4.6,4.6,,0.0,0.0
Marc Oriol,,,,0.0,0.0
Marc Ostrick,5.2,5.2,,0.0,0.0
Marc Ottiker,6.550000000000001,6.7,0.2121320343559638,0.0,0.0
Marc Outbreak,4.1,6.0,2.6870057685088806,0.0,0.0
Marc Paradis,,,,0.0,0.0
Marc Parramon,6.6,6.6,,0.0,0.0
Marc Paschke,6.8,6.8,,0.0,0.0
Marc Pataut,,,,0.0,0.0
Marc Paul Chinoy,6.3,6.3,,0.0,0.0
Marc Paulin,,,,0.0,0.0
Marc Perret,,,,0.0,0.0
Marc Picavez,,,,0.0,0.0
Marc Pierschel,7.4,8.4,0.7615773105863913,0.0,0.0
Marc Pilvinsky,,,,0.0,0.0
Marc Pingry,,,,0.0,0.0
Marc Pizarro,,,,0.0,0.0
Marc Plana,,,,0.0,0.0
Marc Planagumà,,,,0.0,0.0
Marc Planeilles,,,,0.0,0.0
Marc Potocnik,8.6,8.6,,0.0,0.0
Marc Powers,7.35,7.4,0.07071067811865545,0.0,0.0
Marc Price,4.9,7.2,1.5280706789936125,0.0,0.0
Marc Puig Biel,,,,0.0,0.0
Marc Pujolar,7.4,7.4,,0.0,0.0
Marc Punt,5.5,6.1,0.46368092477478523,0.0,0.0
Marc Radomsky,6.2,6.2,,0.0,0.0
Marc Raymond Wilkins,7.0,7.0,,0.0,0.0
Marc Recchia,,,,0.0,0.0
Marc Recha,5.9,7.3,0.7445036697597364,0.0,0.0
Marc Recuenco,6.9,7.5,0.8485281374238568,0.0,0.0
Marc Rensing,6.4,7.0,0.8485281374238568,0.0,0.0
Marc Rhys,,,,0.0,0.0
Marc Ricciardelli,,,,0.0,0.0
Marc Rivière,4.55,5.1,0.7778174593052021,0.0,0.0
Marc Robert,5.5,5.5,,0.0,0.0
Marc Rocco,6.35,7.3,0.7187952884282602,0.0,0.0
Marc Rodríguez,,,,0.0,0.0
Marc Rohnstock,4.333333333333333,5.0,0.5859465277082317,0.0,0.0
Marc Rokoff,8.2,8.2,,0.0,0.0
Marc Romero,6.3999999999999995,8.2,2.545584412271571,0.0,0.0
Marc Rosenbush,6.0,6.0,,0.0,0.0
Marc Rothemund,6.1,7.6,1.0099504938362078,0.0,0.0
Marc Roussel,,,,0.0,0.0
Marc Rovira Hagan,,,,0.0,0.0
Marc S. Grenier,4.6499999999999995,5.1,0.2588435821108954,0.0,0.0
Marc Sagnol,,,,0.0,0.0
Marc Salomon,,,,0.0,0.0
Marc Saltarelli,3.0,3.0,,0.0,0.0
Marc Schaffel,9.1,9.1,,0.0,0.0
Marc Schaumburg,6.050000000000001,6.7,0.919238815542512,0.0,0.0
Marc Scherer,,,,0.0,0.0
Marc Schießer,,,,0.0,0.0
Marc Schippert,3.7,3.7,,0.0,0.0
Marc Schlegel,5.7,5.7,,0.0,0.0
Marc Schmidt,6.8,7.9,1.0535653752852738,0.0,0.0
Marc Schoeberlein,,,,0.0,0.0
Marc Schwarz,,,,0.0,0.0
Marc Schölermann,5.9,5.9,,0.0,0.0
Marc Schütrumpf,,,,0.0,0.0
Marc Scialom,8.1,8.1,,0.0,0.0
Marc Scott Zicree,,,,0.0,0.0
Marc Selz,2.6,2.7,0.14142135623730964,0.0,0.0
Marc Sempere,,,,0.0,0.0
Marc Sempere Moya,,,,0.0,0.0
Marc Serena,6.5,6.5,,0.0,0.0
Marc Serpa Francoeur,8.1,8.1,,0.0,0.0
Marc Serra,7.4,7.4,,0.0,0.0
Marc Shaffer,5.9,5.9,,0.0,0.0
Marc Siciliani,,,,0.0,0.0
Marc Siegel,4.1,4.1,,0.0,0.0
Marc Silver,7.166666666666667,7.4,0.2516611478423581,0.0,0.0
Marc Silverstein,5.7,5.7,,0.0,0.0
Marc Simenon,5.35,6.0,0.4932882862316249,0.0,0.0
Marc Simonnet,7.0,7.0,,0.0,0.0
Marc Singer,7.7,7.7,,0.0,0.0
Marc Slanger,3.8,3.8,,0.0,0.0
Marc Sloboda,7.8,7.8,,0.0,0.0
Marc Small,4.5,4.5,,0.0,0.0
Marc Smolowitz,7.2,7.2,,0.0,0.0
Marc Sokolowski,5.2,5.2,,0.0,0.0
Marc Solanes,,,,0.0,0.0
Marc Steele,5.95,6.7,1.0606601717798212,0.0,0.0
Marc Swadel,,,,0.0,0.0
Marc Séguin,7.6,7.6,,0.0,0.0
Marc Tanner,,,,0.0,0.0
Marc Tasche,,,,0.0,0.0
Marc Taurisano,,,,0.0,0.0
Marc Tavernier,,,,0.0,0.0
Marc Teuscher,,,,0.0,0.0
Marc Thibault,,,,0.0,0.0
Marc Thoma,5.6,5.6,,0.0,0.0
Marc Thomas-Dupuis,,,,0.0,0.0
Marc Tiley,7.6,7.6,,0.0,0.0
Marc Trottier,7.0,7.0,,0.0,0.0
Marc Turtletaub,5.9,6.7,1.1313708498984762,0.0,0.0
Marc Uhlig,7.3,7.3,,0.0,0.0
Marc Vendrell,,,,0.0,0.0
Marc Verna,,,,0.0,0.0
Marc Vigil,5.0,5.0,,0.0,0.0
Marc Villiger,,,,0.0,0.0
Marc Villá,7.8,7.8,,0.0,0.0
Marc Vorlander,4.35,4.5,0.2121320343559638,0.0,0.0
Marc Wagenaar,,,,0.0,0.0
Marc Waltman,6.65,8.0,1.909188309203678,0.0,0.0
Marc Walton,4.2,4.2,0.0,0.0,0.0
Marc Wasserman,4.2,4.2,,0.0,0.0
Marc Webb,7.040000000000001,7.7,0.5856620185738528,0.0,0.0
Marc Weiss,,,,0.0,0.0
Marc Weissenberger,8.2,8.2,,0.0,0.0
Marc Wennberg,,,,0.0,0.0
Marc Weymuller,6.4,6.4,,0.0,0.0
Marc Whiteway,,,,0.0,0.0
Marc Wiese,7.550000000000001,7.7,0.17320508075688784,0.0,0.0
Marc Wieviorka,,,,0.0,0.0
Marc Wilkinson,5.733333333333333,7.0,1.1150485789118487,0.0,0.0
Marc Willard,6.1,6.1,,0.0,0.0
Marc Williams,6.5,6.5,,0.0,0.0
Marc Windon,6.9,6.9,,0.0,0.0
Marc Witkowski,,,,0.0,0.0
Marc Wolfensberger,7.8,7.8,,0.0,0.0
Marc X. Grigoroff,,,,0.0,0.0
Marc Zammit,5.9,5.9,,0.0,0.0
Marc de Guerre,6.575,7.3,0.5377421934967225,0.0,0.0
Marc de Hond,7.3,7.3,,0.0,0.0
Marc de Launay,3.1,3.1,,0.0,0.0
Marc di Domenico,7.2,7.2,,0.0,0.0
Marc van Fucht,7.6,7.6,,0.0,0.0
Marc van Uchelen,4.6,4.6,,0.0,0.0
Marc'o,5.2,5.2,,0.0,0.0
Marc-Andre Miron,,,,0.0,0.0
Marc-Andre Samson,4.15,4.6,0.6363961030678921,0.0,0.0
Marc-Andreas Bochert,6.35,6.7,0.49497474683058307,0.0,0.0
Marc-André Grynbaum,2.9,2.9,,0.0,0.0
Marc-André Lavoie,6.125,6.7,0.5619905100029119,0.0,0.0
Marc-Antoine L. Frenette,,,,0.0,0.0
Marc-Antoine Lemire,,,,0.0,0.0
Marc-Antoine Roudil,7.4,7.6,0.28284271247461895,0.0,0.0
Marc-Arnaud Boussat,,,,0.0,0.0
Marc-Aurèle Vecchione,7.733333333333333,9.1,1.2662279942148387,0.0,0.0
Marc-Eric Nielsen,,,,0.0,0.0
Marc-Henri Dufresne,5.2,5.2,,0.0,0.0
Marc-Henri Wajnberg,6.8,7.2,0.4582575694955842,0.0,0.0
Marc-Ivan O'Gorman,3.1,3.1,,0.0,0.0
Marc-Olivier Louveau,7.6,7.6,,0.0,0.0
Marc-Uwe Kling,,,,0.0,0.0
Marcel Ahrens,5.3,5.3,,0.0,0.0
Marcel Alcántara,6.5,6.5,,0.0,0.0
Marcel Aniol,8.0,8.0,,0.0,0.0
Marcel Barion,4.9,4.9,,0.0,0.0
Marcel Barrena,7.55,7.6,0.0707106781186545,0.0,0.0
Marcel Bauduin,,,,0.0,0.0
Marcel Becker,6.0,6.0,,0.0,0.0
Marcel Becker-Neu,7.7,7.7,,0.0,0.0
Marcel Beltrán,7.550000000000001,8.4,1.2020815280171306,0.0,0.0
Marcel Bluwal,6.566666666666666,7.3,0.6429100507328634,0.0,0.0
Marcel Bozzuffi,6.4,6.4,,0.0,0.0
Marcel Buechi,,,,0.0,0.0
Marcel Bystron,4.15,4.4,0.3535533905932739,0.0,0.0
Marcel Bächtiger,,,,0.0,0.0
Marcel Camus,6.371428571428572,7.2,0.7587583842793999,0.0,0.0
Marcel Carné,6.014285714285714,6.7,0.5177791402666182,0.0,0.0
Marcel Carrière,6.6499999999999995,7.9,0.9027735042633896,0.0,0.0
Marcel Cluzet,,,,0.0,0.0
Marcel Cordeiro,4.5,4.5,,0.0,0.0
Marcel Cornelius,5.0,5.0,,0.0,0.0
Marcel Costa,7.5,7.5,,0.0,0.0
Marcel Czombos,,,,0.0,0.0
Marcel Derek Ramsay,,,,0.0,0.0
Marcel Dorian,,,,0.0,0.0
Marcel Dorsey,,,,0.0,0.0
Marcel Fenchel,7.2,7.2,,0.0,0.0
Marcel Ghosn,,,,0.0,0.0
Marcel Gisler,7.0125,8.0,0.6490377492873582,0.0,0.0
Marcel Gonnet Wainmayer,,,,0.0,0.0
Marcel Grant,6.8999999999999995,8.1,1.0440306508910548,0.0,0.0
Marcel Guillou,,,,0.0,0.0
Marcel Hanoun,6.6866666666666665,7.4,0.4897035060212697,0.0,0.0
Marcel Hechavarría Pérez,,,,0.0,0.0
Marcel Hensema,6.1,6.1,,0.0,0.0
Marcel Isy-Schwart,,,,0.0,0.0
Marcel Jean,8.1,8.1,,0.0,0.0
Marcel Jullian,3.5,4.0,0.7071067811865476,0.0,0.0
Marcel Kolvenbach,,,,0.0,0.0
Marcel L'Herbier,,,,0.0,0.0
Marcel Langenegger,6.0,6.0,,0.0,0.0
Marcel Lefebvre,6.4,6.4,,0.0,0.0
Marcel Leiser,,,,0.0,0.0
Marcel Lozinski,7.1000000000000005,7.7,0.5802298395176404,0.0,0.0
Marcel Mandu,6.5,6.5,,0.0,0.0
Marcel Martin,5.6,5.6,,0.0,0.0
Marcel Mettelsiefen,7.4,7.4,,0.0,0.0
Marcel Michalaris,,,,0.0,0.0
Marcel Moussy,5.949999999999999,6.3,0.49497474683058373,0.0,0.0
Marcel Müller,6.4,6.4,,0.0,0.0
Marcel Nakache,,,,0.0,0.0
Marcel Ophüls,6.742857142857143,8.1,0.9466733735510239,0.0,0.0
Marcel Petit,,,,0.0,0.0
Marcel Prins,8.0,8.0,,0.0,0.0
Marcel Rasquin,7.2,7.2,,0.0,0.0
Marcel Reimann,,,,0.0,0.0
Marcel Sabourin,,,,0.0,0.0
Marcel Sarmiento,4.8,5.5,0.6082762530298218,0.0,0.0
Marcel Schnellinger,,,,0.0,0.0
Marcel Schwierin,6.6,6.6,,0.0,0.0
Marcel Schüpbach,6.779999999999999,7.3,0.414728827066554,0.0,0.0
Marcel Seehuber,6.7,6.7,,0.0,0.0
Marcel Simard,6.0,6.0,,0.0,0.0
Marcel Sisniega,5.216666666666667,6.7,1.202358792817962,0.0,0.0
Marcel Skrkon,3.7,3.7,,0.0,0.0
Marcel Tieste,,,,0.0,0.0
Marcel Trillat,7.6,7.6,,0.0,0.0
Marcel Türkowsky,8.45,8.7,0.3535533905932738,0.0,0.0
Marcel Visbeen,,,,0.0,0.0
Marcel Walz,3.2454545454545456,4.2,0.5428879007007549,0.0,0.0
Marcel Wehn,6.55,7.1,0.7778174593052021,0.0,0.0
Marcel Weingärtner,7.2,7.2,,0.0,0.0
Marcel Weiss,,,,0.0,0.0
Marcel Weiß,,,,0.0,0.0
Marcel Wyss,,,,0.0,0.0
Marcel Xhaufflaire,,,,0.0,0.0
Marcel Zwingli,7.8,7.8,,0.0,0.0
Marcel de Vré,,,,0.0,0.0
Marcel van Brakel,,,,0.0,0.0
Marcela Arteaga,7.800000000000001,7.9,0.1414213562373093,0.0,0.0
Marcela Balza,5.8,5.8,,0.0,0.0
Marcela Borela,6.95,7.0,0.0707106781186545,0.0,0.0
Marcela Couturier,,,,0.0,0.0
Marcela Fernández Violante,6.566666666666666,7.9,0.7201851613763414,0.0,0.0
Marcela Lizcano,7.1,7.1,,0.0,0.0
Marcela Lordy,7.6,9.0,1.9798989873223334,0.0,0.0
Marcela Luchetta,,,,0.0,0.0
Marcela Mariz,,,,0.0,0.0
Marcela Matta,,,,0.0,0.0
Marcela Moura,,,,0.0,0.0
Marcela Rincón,7.2,7.2,,0.0,0.0
Marcela Said,6.8,7.5,0.5916079783099616,0.0,0.0
Marcela Suppicich,,,,0.0,0.0
Marcela Zamora,7.8999999999999995,8.8,0.7937253933193771,0.0,0.0
Marceli Izienicki,,,,0.0,0.0
Marcelina Cravat,,,,0.0,0.0
Marcelina Martin,,,,0.0,0.0
Marceline Loridan Ivens,7.066666666666666,7.5,0.5859465277082314,0.0,0.0
Marcelino Aupart,,,,0.0,0.0
Marcelino Ballarin,2.5,2.5,,0.0,0.0
Marcelino Calzada,5.5,5.9,0.5656854249492386,0.0,0.0
Marcelino Islas Hernández,6.933333333333334,7.0,0.11547005383792532,0.0,0.0
Marcelino Martin Valiente,3.5,3.5,,0.0,0.0
Marcelino Navarro,,,,0.0,0.0
Marcell Gerö,7.7,7.7,,0.0,0.0
Marcell Iványi,5.2,5.2,,0.0,0.0
Marcell Jankovics,7.525,8.0,0.5251983752196245,0.0,0.0
Marcella Arcimboldi,,,,0.0,0.0
Marcella Cytrynowicz,,,,0.0,0.0
Marcella Muller,8.2,8.2,,0.0,0.0
Marcella Piccinini,,,,0.0,0.0
Marcelle Abela,,,,0.0,0.0
Marcelle Dupont,,,,0.0,0.0
Marcelle Lunam,,,,0.0,0.0
Marcelle Marais,5.0,5.0,,0.0,0.0
Marcello Aliprandi,5.542857142857143,6.5,0.5826867164470197,0.0,0.0
Marcello Andrei,5.316666666666666,6.1,0.6585337247754794,0.0,0.0
Marcello Avallone,4.5285714285714285,5.5,0.6750661343263236,0.0,0.0
Marcello Baldi,5.855555555555556,7.1,0.8574833979604373,0.0,0.0
Marcello Bernardi,,,,0.0,0.0
Marcello Caporiccio,5.8,5.8,,0.0,0.0
Marcello Carnevali,,,,0.0,0.0
Marcello Caroselli,,,,0.0,0.0
Marcello Cesena,5.666666666666667,6.2,0.7571877794400362,0.0,0.0
Marcello Ciorciolini,5.688888888888889,6.1,0.3333333333333332,0.0,0.0
Marcello Cotugno,5.3,5.3,,0.0,0.0
Marcello Crea,,,,0.0,0.0
Marcello Daciano,3.3,3.3,,0.0,0.0
Marcello Di Noto,,,,0.0,0.0
Marcello Ferrara,7.5,8.8,1.8384776310850242,0.0,0.0
Marcello Fondato,6.271428571428571,7.3,0.7158079018709924,0.0,0.0
Marcello Fonte,6.5,6.5,,0.0,0.0
Marcello Giannini,5.1,5.1,,0.0,0.0
Marcello Grottesi,,,,0.0,0.0
Marcello Mariani,,,,0.0,0.0
Marcello Martinelli,5.3,5.3,,0.0,0.0
Marcello Mencarini,,,,0.0,0.0
Marcello Mercalli,7.6,7.6,,0.0,0.0
Marcello Merletto,7.2,7.2,,0.0,0.0
Marcello Montesanti,,,,0.0,0.0
Marcello Nicolato,,,,0.0,0.0
Marcello Novelli,7.7,7.7,,0.0,0.0
Marcello Pagliero,5.7,5.7,,0.0,0.0
Marcello Pastonesi,,,,0.0,0.0
Marcello Peres,,,,0.0,0.0
Marcello Peschiera,,,,0.0,0.0
Marcello Rossi,,,,0.0,0.0
Marcello Sannino,6.1,6.1,,0.0,0.0
Marcello Thedford,3.733333333333333,6.0,1.1690451944500122,0.0,0.0
Marcello Traversini,,,,0.0,0.0
Marcello Troiani,3.4,3.4,,0.0,0.0
Marcello Vai,,,,0.0,0.0
Marcello Zamarripa,5.5,5.5,,0.0,0.0
Marcello Zeani,4.45,6.3,2.616295090390226,0.0,0.0
Marcellus Cox,,,,0.0,0.0
Marcelo Altmark,7.2,7.2,,0.0,0.0
Marcelo Andrade,6.8,6.8,,0.0,0.0
Marcelo Antunez,5.666666666666667,6.4,0.6429100507328636,0.0,0.0
Marcelo Barbosa,7.1,7.1,,0.0,0.0
Marcelo Bendotti,6.2,6.9,0.9899494936611668,0.0,0.0
Marcelo Bertalmío,6.949999999999999,7.1,0.2121320343559638,0.0,0.0
Marcelo Botta,,,,0.0,0.0
Marcelo Brennand,6.7,6.7,,0.0,0.0
Marcelo Briem Stamm,5.625,6.4,1.1701139545645405,0.0,0.0
Marcelo Bukin,8.8,8.8,,0.0,0.0
Marcelo Burd,6.8,6.8,,0.0,0.0
Marcelo Busse,,,,0.0,0.0
Marcelo Caetano,6.1,6.1,,0.0,0.0
Marcelo Calone,,,,0.0,0.0
Marcelo Castillo,,,,0.0,0.0
Marcelo Cespedes,5.3,6.6,0.9899494936611664,0.0,0.0
Marcelo Charras,6.3999999999999995,6.7,0.36055512754639857,0.0,0.0
Marcelo Colaiácovo,,,,0.0,0.0
Marcelo Collar,,,,0.0,0.0
Marcelo Curia,,,,0.0,0.0
Marcelo Domizi,8.7,8.7,,0.0,0.0
Marcelo Díaz,8.2,8.2,0.0,0.0,0.0
Marcelo Echaniz,,,,0.0,0.0
Marcelo Epstein,3.7,3.7,,0.0,0.0
Marcelo Ernandez,,,,0.0,0.0
Marcelo Espínola,,,,0.0,0.0
Marcelo Estévez,5.8,5.8,,0.0,0.0
Marcelo Fabani,,,,0.0,0.0
Marcelo Fabri Marão,,,,0.0,0.0
Marcelo Felipe Sampaio,7.1,7.1,,0.0,0.0
Marcelo Felix,5.85,6.9,1.4849242404917498,0.0,0.0
Marcelo Ferrari,5.9,6.4,0.7071067811865476,0.0,0.0
Marcelo Fortaleza Flores,7.1,7.1,,0.0,0.0
Marcelo França,7.6,7.6,,0.0,0.0
Marcelo Galvez,,,,0.0,0.0
Marcelo Galvão,6.171428571428572,7.3,1.0889050857234002,0.0,0.0
Marcelo Gil,9.0,9.0,,0.0,0.0
Marcelo Gomes,6.959999999999999,7.7,0.6465291950097847,0.0,0.0
Marcelo González,5.4,5.4,,0.0,0.0
Marcelo Goyeneche,6.6,6.6,,0.0,0.0
Marcelo Grabowsky,7.2,7.2,,0.0,0.0
Marcelo Grion,,,,0.0,0.0
Marcelo Guerra,9.1,9.1,,0.0,0.0
Marcelo Gularte,7.6,7.6,,0.0,0.0
Marcelo Hermosilla,,,,0.0,0.0
Marcelo Krasilcic,,,,0.0,0.0
Marcelo Kunstmann,,,,0.0,0.0
Marcelo Laffitte,6.4,6.4,,0.0,0.0
Marcelo Lage,,,,0.0,0.0
Marcelo Lavandoski,8.5,8.5,,0.0,0.0
Marcelo Leguiza,5.15,5.8,0.919238815542512,0.0,0.0
Marcelo Lopez,,,,0.0,0.0
Marcelo Lordello,6.3,6.3,,0.0,0.0
Marcelo Luna,7.6,7.6,,0.0,0.0
Marcelo M. Silva,,,,0.0,0.0
Marcelo Machado,7.466666666666666,7.6,0.15275252316519472,0.0,0.0
Marcelo Mangone,5.949999999999999,6.6,0.9192388155425113,0.0,0.0
Marcelo Martinessi,6.6,6.6,,0.0,0.0
Marcelo Masagão,7.1,8.0,1.1604596790352806,0.0,0.0
Marcelo Mena,8.3,8.3,,0.0,0.0
Marcelo Mesquita,7.65,8.1,0.6363961030678921,0.0,0.0
Marcelo Montero,,,,0.0,0.0
Marcelo Mosenson,,,,0.0,0.0
Marcelo Motta,5.566666666666666,8.5,2.6102362600602524,0.0,0.0
Marcelo Munhoz,,,,0.0,0.0
Marcelo Müller,6.6,6.6,,0.0,0.0
Marcelo N. Reis,6.5,6.5,,0.0,0.0
Marcelo Novais Teles,6.3,6.3,,0.0,0.0
Marcelo Pavan,7.9,7.9,,0.0,0.0
Marcelo Pedroso,6.833333333333333,7.2,0.32145502536643195,0.0,0.0
Marcelo Piñeyro,6.8375,7.4,0.4718883039751796,0.0,0.0
Marcelo Politano,3.0,3.0,,0.0,0.0
Marcelo Presotto,5.5,5.5,,0.0,0.0
Marcelo Páez Cubells,4.633333333333334,5.2,0.5131601439446887,0.0,0.0
Marcelo Rabuñal,7.3,7.3,,0.0,0.0
Marcelo Radulovich,,,,0.0,0.0
Marcelo Raimon,,,,0.0,0.0
Marcelo Reis,7.6,7.6,,0.0,0.0
Marcelo Rest,,,,0.0,0.0
Marcelo Saback,,,,0.0,0.0
Marcelo Salinas,,,,0.0,0.0
Marcelo Santiago,5.76,7.4,1.1193748255164575,0.0,0.0
Marcelo Schapces,5.966666666666666,6.8,1.2741009902410922,0.0,0.0
Marcelo Scoccia,5.4,5.4,,0.0,0.0
Marcelo Sebá,,,,0.0,0.0
Marcelo Spomberg,,,,0.0,0.0
Marcelo Stern,,,,0.0,0.0
Marcelo Taranto,6.6000000000000005,8.0,1.3999999999999997,0.0,0.0
Marcelo Tobar,6.25,6.6,0.36968455021364727,0.0,0.0
Marcelo Toledo,7.3,7.8,0.7071067811865476,0.0,0.0
Marcelo Torcida,5.5,5.5,,0.0,0.0
Marcelo Travesso,3.1,3.1,,0.0,0.0
Marcelo Trotta,6.0,6.8,1.1313708498984758,0.0,0.0
Marcelo Turrisi,,,,0.0,0.0
Marcelo Viñas,8.8,8.8,,0.0,0.0
Marcelo Vogelaar,7.9,7.9,,0.0,0.0
Marcelo de Paula,,,,0.0,0.0
Marcelo de Souza,,,,0.0,0.0
Marcelo del Puerto,4.6,4.6,,0.0,0.0
